log_name,SCF_energy(Hartree),∆G(Hartree),∆G(kcal/mol),e^(-∆G/RT),Mole Fraction,Unnamed: 0,Unnamed: 0.1,HOMO,LUMO,η,μ,ω,dipole(Debye),NBO_charge_Cl1,NBO_charge_Cl2,NBO_charge_P1,NBO_charge_P2,NBO_charge_Pd,NMR_shift_P1,NMR_shift_P2,aniso_NMR_shift_P1,aniso_NMR_shift_P2,distance_Pd_Cl1(Å),distance_Pd_Cl2(Å),distance_Pd_P1(Å),distance_Pd_P2(Å),%Vbur_Pd_3Å,%Vbur_Pd_4Å,%Vbur_Pd_5Å,%Vbur_Pd_6Å,%Vbur_Pd_7Å,Bite_angle_Pd(°),%G_param_Pd,Solid_angle_Pd(sr),Solid_cone_angle_Pd(°),volume(Bohr_radius³/mol),SASA_Pd_surface_area(Å²),CPU_time_total(hours),Wall_time_total(hours)
pp000550-Pd_28_SPE,-4453.60002508,0.0010815900004672585,0.6786977252932047,0.3180614615768858,0.02094793775552382,142.0,142.0,-0.22292,-0.07687,0.14605,-0.149895,0.07692,9.9296,-0.5783,-0.57867,1.10858,1.11514,0.32501,232.7821,232.0117,123.0801,120.1998,2.37602,2.37759,2.29135,2.28895,60.3145485697259,63.5819471168767,65.1510911040333,62.583677264275,57.7650102753568,96.4535848269852,67.4996021009072,8.48225016321777,220.973656739835,9694.693,14.6198138572084,539.51675,17.0560555555556
pp000550-Pd_29_SPE,-4453.59998297,0.0011236999998800457,0.7051217499247286,0.304188018127344,0.020034214890782692,143.0,143.0,-0.22134,-0.07556,0.14578,-0.14845,0.07558,9.8926,-0.57516,-0.5751,1.11113,1.11106,0.32524,234.0603,234.0438,117.3139,117.3667,2.37307,2.37303,2.28643,2.28647,60.1059669249106,63.2828502265533,64.6709737945823,62.1774230123815,57.5118266225671,96.9937486269088,66.8709215342989,8.40324783323732,219.439337492212,10098.747,14.8998102922301,774.41934,39.0196666666667
pp000550-Pd_2_SPE,-4453.60011682,0.0009898500002236688,0.6211308751403521,0.3505160022590541,0.023085435630065387,144.0,144.0,-0.22212,-0.07667,0.14545,-0.149395,0.07672,9.8597,-0.58139,-0.57961,1.11313,1.1142,0.32688,233.4035,232.5857,118.0827,119.7954,2.37901,2.37714,2.28935,2.2874,60.6842222884386,63.6219042889951,65.3783387468071,62.6861762438206,57.8625692376881,96.5924998997145,68.0327868852459,8.54925213927714,222.280945153033,10583.784,14.7498122020399,754.46284,38.016
pp000550-Pd_30_SPE,-4453.60013875,0.0009679200002210564,0.6073698001387129,0.35875237848894376,0.023627893983049774,145.0,145.0,-0.22298,-0.07655,0.14643,-0.149765,0.07659,9.9922,-0.57894,-0.57494,1.10913,1.11416,0.32416,231.8441,232.9221,124.4435,120.0444,2.37613,2.37478,2.29003,2.2895,60.1776668653159,63.3833250574142,64.9731165841506,62.48854823348,57.8666964585599,96.398274645119,67.189240808531,8.44324901297426,220.215268144876,9796.703,15.0498083824204,739.96289,37.2953055555556
pp000550-Pd_31_SPE,-4453.60009049,0.001016180000078748,0.6376529500494144,0.340876516663907,0.022450566686052824,146.0,146.0,-0.22236,-0.07673,0.14563,-0.149545,0.07678,9.8675,-0.57955,-0.57658,1.10682,1.11606,0.32501,233.4333,232.2945,122.1277,118.2853,2.3765,2.37573,2.29054,2.28801,60.473778307509,63.8181987461983,65.2728942638201,62.6646333167037,57.7427375144453,96.7657032408833,67.3722743912144,8.466249691323,220.662298217525,9379.389,14.1198202232409,556.05578,17.5758333333333
pp000550-Pd_32_SPE,-4453.59794515,0.003161520000503515,1.9838538003159556,0.03514187130291105,0.00231448893247338,147.0,147.0,-0.22135,-0.07697,0.14438,-0.14916,0.07705,9.7793,-0.5778,-0.58152,1.11233,1.10989,0.33057,233.6069,235.9509,114.2558,115.0108,2.37522,2.38085,2.29069,2.28504,61.2094010727056,64.1995375830178,65.8080003784176,63.2080819991836,58.3949095711675,97.6038526952337,68.1919465223619,8.56925272914561,222.672291916113,10216.111,13.8498236608985,739.34728,37.2525
pp000550-Pd_33_SPE,-4453.60062346,0.00048321000031137373,0.303214275195387,0.5994353698193152,0.03947958596800637,148.0,148.0,-0.2232,-0.07721,0.14599,-0.150205,0.07727,9.9068,-0.5806,-0.57847,1.11,1.11592,0.32458,232.1963,232.3957,123.8942,119.9661,2.37775,2.37781,2.29105,2.28847,60.4802964839094,63.7196635838868,65.4636797956545,63.0764433761168,58.2233452690663,96.4093105333203,67.6269298106,8.49825063511255,221.285331668201,10585.19,14.2098190773551,729.40339,36.7561111111111
pp000550-Pd_34_SPE,-4453.5979252,0.0031814700005270424,1.9963724253307191,0.03440714731678356,0.002266099063884511,149.0,149.0,-0.22111,-0.07676,0.14435,-0.148935,0.07683,9.6741,-0.58095,-0.57743,1.11345,1.10684,0.33053,235.9849,234.356,113.1827,111.4685,2.37788,2.37814,2.28342,2.29089,61.2475789630513,64.33027124325,65.8491927091546,63.2564968932831,58.368224953462,97.9264118239864,68.0646188126691,8.55325225725084,222.359173004702,10329.705,13.2598311728169,754.59023,38.0291111111111
pp000550-Pd_35_SPE,-4453.59836122,0.0027454500004751026,1.7227698752981269,0.05460101976121664,0.0035960935275699967,150.0,150.0,-0.22178,-0.07721,0.14457,-0.149495,0.07729,9.7501,-0.5772,-0.5837,1.11609,1.10835,0.32958,234.7577,234.2862,116.4124,113.8045,2.37786,2.3799,2.28211,2.2932,61.3192789034565,64.3349264477686,66.1290640471761,63.7395119960089,58.9172876473703,97.548110182469,68.351106159478,8.58925331901408,223.064161432971,8965.251,13.2298315547788,750.21011,37.8054444444444
pp000550-Pd_36_SPE,-4453.59803448,0.003072190000239061,1.927799225150011,0.038628974421161914,0.0025441540377837074,151.0,151.0,-0.22132,-0.07716,0.14416,-0.14924,0.07725,9.7262,-0.57822,-0.58141,1.1127,1.11028,0.33052,236.2385,234.1677,113.4508,112.7281,2.37851,2.378,2.28229,2.29049,61.246647794994,64.3519955310037,66.0746665195043,63.7713728513765,58.9306655357133,97.8309953415099,67.9213751392647,8.53525172636921,222.007309902801,11575.649,12.9798347377951,561.40164,10.9518611111111
pp000550-Pd_37_SPE,-4453.59797207,0.003134600000521459,1.9669615003272156,0.03615821871119752,0.002381426882582832,152.0,152.0,-0.22117,-0.07665,0.14452,-0.14891,0.07672,9.7139,-0.57691,-0.58018,1.11331,1.10752,0.33035,236.1975,234.3878,113.4084,111.8769,2.37776,2.37702,2.28215,2.29106,61.109766090584,64.19216684253,65.7309372142159,63.2820082543426,58.4775963065643,97.840697568824,67.8020054114277,8.52025128396786,221.714407354866,10131.494,13.51982786248,735.16416,37.0430277777778
pp000550-Pd_38_SPE,-4453.59753858,0.0035680900000443216,2.238976475027812,0.02284644550718337,0.0015046963440547303,153.0,153.0,-0.22157,-0.07674,0.14483,-0.149155,0.0768,9.6373,-0.57522,-0.58527,1.11577,1.10518,0.33095,235.6633,233.847,114.2106,109.0583,2.3782,2.38068,2.28071,2.29541,61.188915375447,64.188675439141,65.8472217842389,63.2411900766475,58.4374626415352,97.7944856322259,68.510265796594,8.60925390888255,223.456560405294,9276.539,13.779824552143,730.92855,36.8316111111111
pp000550-Pd_39_SPE,-4453.59835824,0.0027484299998832284,1.7246398249267259,0.05442896439021888,0.003584761739102775,154.0,154.0,-0.22179,-0.0772,0.14459,-0.149495,0.07728,9.7497,-0.58367,-0.5771,1.1083,1.11609,0.32952,234.2883,234.7372,113.8465,116.4625,2.37995,2.3777,2.29325,2.28218,61.3202100715137,64.3446247905158,66.119603607581,63.7321420472584,58.916860693487,97.5500688405771,68.2874423046315,8.58125308306669,222.907350468426,10975.465,13.2998306635343,564.91125,11.0211666666667
pp000550-Pd_3_SPE,-4453.60052595,0.0005807200004710467,0.3644018002955818,0.5406193574726168,0.03560588759675957,155.0,155.0,-0.2217,-0.07641,0.14529,-0.149055,0.07646,9.8313,-0.57877,-0.57941,1.11526,1.11103,0.32638,232.5652,234.549,118.5626,117.5388,2.37617,2.37702,2.28701,2.28709,60.6497690703218,63.6785426106387,65.3235470341522,62.7237062905347,57.9184290374182,96.8471886906249,67.7542575202929,8.51425110700732,221.597326281965,9627.93,14.5598146211323,748.29425,37.7061388888889
pp000550-Pd_40_SPE,-4453.59781207,0.003294600000117498,2.06736150007373,0.030522022437164287,0.0020102197324269717,156.0,156.0,-0.22121,-0.07654,0.14467,-0.148875,0.0766,9.6833,-0.57932,-0.57688,1.11051,1.10948,0.32974,234.3979,235.8338,112.9693,113.4652,2.37719,2.37713,2.29039,2.28443,61.1907777115614,64.2926416733909,65.8265270726246,63.2984489092476,58.3925613248094,98.0109173577223,68.0725767945249,8.55425228674426,222.378733199531,10430.867,13.4498287537245,739.67234,37.2698888888889
pp000550-Pd_41_SPE,-4453.59796931,0.0031373600004371838,1.9686934002743328,0.03605267849760675,0.002374475868102665,157.0,157.0,-0.22117,-0.07665,0.14452,-0.14891,0.07672,9.714,-0.57691,-0.58019,1.11332,1.10752,0.33035,236.1964,234.3864,113.4032,111.8784,2.37777,2.37703,2.28214,2.29105,61.0911427294398,64.1925547762398,65.725024439469,63.2811011837272,58.4818658453972,97.8403177217047,67.8258793569951,8.52325137244813,221.772964978705,10375.209,13.5298277351593,733.28895,36.9516944444444
pp000550-Pd_42_SPE,-4453.59804415,0.003062520000639779,1.9217313004014613,0.03902662526285022,0.0025703438346827722,158.0,158.0,-0.22132,-0.07716,0.14416,-0.14924,0.07725,9.7255,-0.58134,-0.57821,1.11264,1.1103,0.3305,236.2451,234.1761,113.4377,112.7243,2.37787,2.37843,2.28234,2.2905,61.2159192491061,64.3512196635839,66.0791996468103,63.7786294163001,58.9365005721182,97.8260315177315,67.9850389941111,8.5432519623166,222.163642067718,9309.162,12.8798360110016,732.40069,36.9052777777778
pp000550-Pd_43_SPE,-4453.59835835,0.002748320000137028,1.724570800085985,0.054435305766386374,0.0035851793903095026,159.0,159.0,-0.22175,-0.07711,0.14464,-0.14943,0.07719,9.7306,-0.58039,-0.58014,1.11326,1.11116,0.32942,232.602,236.4814,115.8458,114.6293,2.37756,2.38022,2.2905,2.28446,61.3621126340882,64.3667370119794,66.1464081864337,63.757426640664,58.9205609604755,97.6012688883549,68.3829380869012,8.59325343698777,223.142598655316,9614.987,13.4898282444419,761.16572,38.3604444444444
pp000550-Pd_44_SPE,-4453.59794512,0.003161550000186253,1.9838726251168737,0.035140754771076296,0.0023144153962478325,160.0,160.0,-0.22134,-0.07698,0.14436,-0.14916,0.07706,9.7798,-0.58157,-0.57788,1.10992,1.11236,0.33062,235.9588,233.6061,114.975,114.2314,2.38086,2.37533,2.28501,2.29065,61.206607568534,64.1917789088201,65.809182933367,63.204226949068,58.3953365250508,97.5983461347991,68.2317364316409,8.57425287661273,222.770210026565,9647.395,13.7898244248224,759.21141,38.2598333333333
pp000550-Pd_45_SPE,-4453.59781701,0.0032896600005187793,2.064261650325534,0.030682130529503453,0.002020764657724895,161.0,161.0,-0.22122,-0.07653,0.14469,-0.148875,0.07659,9.6846,-0.57929,-0.57683,1.1105,1.10944,0.32969,234.3906,235.8065,112.9557,113.5454,2.37719,2.37706,2.29042,2.28447,61.1563244934446,64.2806157283843,65.8318485698969,63.309333756633,58.4001041767475,98.0052112992083,68.0248289033901,8.54825210978372,222.261391417901,10558.283,13.4298290083658,749.55725,37.7696666666667
pp000550-Pd_46_SPE,-4453.5977694,0.0033372699999745237,2.0941369249840136,0.029173382222031224,0.0019213965498221393,162.0,162.0,-0.22103,-0.0755,0.14553,-0.148265,0.07553,9.68,-0.5769,-0.57282,1.10307,1.11272,0.33091,234.5427,235.0527,118.0855,110.0301,2.37496,2.37383,2.28669,2.2903,60.090137067938,63.4709980758488,65.0081990476491,62.5712050433126,57.8939503481097,98.2817434273782,67.6348877924558,8.49925066460597,221.304821931612,10511.836,16.2597929766216,569.16378,11.0993611111111
pp000550-Pd_47_SPE,-4453.59808263,0.0030240400001275702,1.8975851000800503,0.04064997550734278,0.0026772597738489016,163.0,163.0,-0.22082,-0.07682,0.144,-0.14882,0.0769,9.5507,-0.57963,-0.58251,1.1081,1.11384,0.33426,237.1793,234.1927,110.9993,108.4241,2.38012,2.37916,2.28351,2.28793,60.7894442789035,64.0416485630935,65.9662656491438,63.7399655313166,58.9200628476116,98.3657736361049,68.3749801050454,8.59225340749435,223.122987361345,10087.107,14.3998166582627,555.62086,14.0656388888889
pp000550-Pd_48_SPE,-4453.59797039,0.0031362800000351854,1.9680157000220788,0.03609394012180002,0.00237719341184722,164.0,164.0,-0.22117,-0.07665,0.14452,-0.14891,0.07672,9.714,-0.57688,-0.5802,1.11331,1.10753,0.33034,236.1958,234.3809,113.4128,111.8917,2.37775,2.37706,2.28215,2.29107,61.1079037544696,64.1882875054311,65.723644792028,63.2795138101501,58.4780232604476,97.8394538596874,67.8179213751393,8.52225134295471,221.753444502859,11597.33,13.51982786248,546.91361,13.8500555555556
pp000550-Pd_49_SPE,-4453.59808258,0.003024090000508295,1.897616475318955,0.040647822930993754,0.0026771180023964602,165.0,165.0,-0.22081,-0.07683,0.14398,-0.14882,0.07691,9.5499,-0.57961,-0.58255,1.10812,1.11382,0.33427,237.1936,234.2015,110.9852,108.4107,2.38006,2.37922,2.28349,2.28795,60.7810637663886,64.047079635032,65.9623237993125,63.7319152796045,58.9129469495568,98.3697333199959,68.3192742320547,8.58525320104039,222.98574538862,10511.785,14.3698170402246,739.77336,37.2823055555556
pp000550-Pd_4_SPE,-4453.60011371,0.000992960000075982,0.6230824000476787,0.34936337300109965,0.023009521981705982,166.0,166.0,-0.22212,-0.07667,0.14545,-0.149395,0.07672,9.8598,-0.58141,-0.57961,1.1142,1.11314,0.32689,232.592,233.4042,119.783,118.0844,2.37902,2.37713,2.2874,2.28936,60.6842222884386,63.6273353609335,65.3759736369083,62.6859494761667,57.8605767862327,96.5924700159766,68.0646188126691,8.55325225725084,222.359173004702,9499.923,14.7898116927573,557.9735,14.1259166666667
pp000550-Pd_50_SPE,-4453.59509116,0.006015509999997448,3.7747325249983987,0.0017104150069234272,0.00011265013662299543,167.0,167.0,-0.22104,-0.07755,0.14349,-0.149295,0.07767,9.6623,-0.58045,-0.58046,1.10968,1.10971,0.33441,236.0406,236.0438,109.5802,109.5796,2.38006,2.38006,2.28779,2.28777,61.9534043504172,65.0211811805599,66.696099145407,64.2969068892013,59.3490803413354,98.6546390706381,68.788795161547,8.64425494115237,224.144553018267,10823.368,12.1398454327298,771.834,38.8898055555556
pp000550-Pd_51_SPE,-4453.59538836,0.005718310000702331,3.588239525440713,0.002343159398402919,0.00015432349768395223,168.0,168.0,-0.22052,-0.07639,0.14413,-0.148455,0.07645,9.5557,-0.58278,-0.57455,1.1004,1.11577,0.33716,236.2771,236.8759,108.1135,105.4163,2.38107,2.3762,2.29049,2.2814,60.3424836114422,63.7173359816275,65.6231276213301,63.5173930790512,58.9227668888725,98.7928678282301,68.3033582683431,8.58325314205354,222.946545291364,10437.414,15.5898015071052,732.47877,36.9161944444444
pp000550-Pd_52_SPE,-4453.59541536,0.005691310000656813,3.57129702541215,0.0024111308162467105,0.00015880018286010408,169.0,169.0,-0.2238,-0.07063,0.15317,-0.147215,0.07075,10.5623,-0.5489,-0.55822,1.08828,1.09563,0.32754,232.4821,228.5196,127.806,134.1331,2.37425,2.35308,2.32332,2.29187,57.1420589988081,60.3714077338464,61.5466636183028,59.4321737947299,55.4359056830408,93.4490377221239,64.3402833041541,8.08523845432866,213.333624405409,9682.194,22.4097146744213,584.6745,14.8056111111111
pp000550-Pd_53_SPE,-4453.59521308,0.005893590000596305,3.6982277253741813,0.0019461661426676555,0.00012817701024320718,170.0,170.0,-0.22368,-0.07064,0.15304,-0.14716,0.07075,10.5479,-0.55108,-0.55742,1.09725,1.08666,0.32718,227.7203,231.9214,135.619,128.7971,2.37565,2.35307,2.29106,2.32609,57.3515718116806,60.6720563590094,61.7685897638044,59.5636990339698,55.3722183954504,93.3550120553851,64.5153589049817,8.10723910318397,213.752694437706,10594.204,21.8397219316984,591.2487,11.5315277777778
pp000550-Pd_54_SPE,-4453.59444311,0.0066635600005611195,4.1813839003521025,0.0008610412007244267,5.6709283131293925e-05,171.0,171.0,-0.22397,-0.07111,0.15286,-0.14754,0.0712,10.5704,-0.55189,-0.55701,1.09652,1.08514,0.32714,228.2676,232.1045,134.2216,129.5878,2.37675,2.35272,2.292,2.32599,57.1588200238379,60.5331760908696,61.8627999747722,59.8020318381786,55.6003540870872,93.3840745713863,64.3721152315773,8.08923857230235,213.40978465818,9832.808,21.3097286796929,581.486,11.3391944444444
pp000550-Pd_55_SPE,-4453.59990041,0.0012062599998898804,0.7569281499309,0.27871974992034415,0.018356841924890527,172.0,172.0,-0.22275,-0.07693,0.14582,-0.14984,0.07699,9.9056,-0.57668,-0.58073,1.10886,1.11402,0.32509,231.6408,232.8242,123.7556,118.8197,2.37625,2.37758,2.29091,2.29022,60.5613081048868,63.7739743032711,65.2732884488033,62.5735861036782,57.6750653239441,96.5783885238816,67.6269298106,8.49825063511255,221.285331668201,9258.61,14.2998179314692,849.31014,42.8176666666667
pp000550-Pd_5_SPE,-4453.5994612,0.0016454699998575961,1.0325324249106416,0.17504446468172363,0.011528654029389048,173.0,173.0,-0.22194,-0.07638,0.14556,-0.14916,0.07642,9.8889,-0.57993,-0.57882,1.11211,1.11255,0.32722,232.9062,233.3058,118.6009,118.7023,2.37705,2.37711,2.29005,2.28782,60.4821588200238,63.4360840419589,65.0239664469742,62.1632500340152,57.3654525995799,96.6033874397028,67.8338373388509,8.52425140194156,221.792486723536,9057.595,15.039808509741,749.24945,37.7589444444444
pp000550-Pd_6_SPE,-4453.59945736,0.0016493100001753191,1.0349420251100128,0.17433401507107874,0.011481862902452634,174.0,174.0,-0.22194,-0.07639,0.14555,-0.149165,0.07643,9.8889,-0.57883,-0.57997,1.11255,1.11214,0.32725,233.3353,232.8959,118.6924,118.5847,2.37715,2.37707,2.28782,2.29008,60.4924016686532,63.4469461858358,65.0407193087572,62.175041952016,57.3737070413234,96.6054065584078,67.8975011936973,8.53225163788894,221.948706463411,9887.063,15.0498083824204,745.25186,37.5536944444444
pp000550-Pd_7_SPE,-4453.60076367,0.00034300000061193714,0.21523250038399055,0.6953980393521921,0.04579981105363081,175.0,175.0,-0.22241,-0.07699,0.14542,-0.1497,0.07705,9.8252,-0.58104,-0.58209,1.11484,1.11477,0.32648,233.156,232.5951,119.2061,119.1211,2.37914,2.37907,2.28697,2.28897,60.8397273539928,63.7561293526162,65.6863943111223,63.1727062451812,58.3250314522694,96.5599727024528,68.2237784497851,8.5732528471193,222.75062378573,11162.027,14.409816530942,755.77347,38.0848055555556
pp000550-Pd_8_SPE,-4453.60017664,0.0009300299998358241,0.5835938248969796,0.3734416060580479,0.024595345441232593,176.0,176.0,-0.22175,-0.07641,0.14534,-0.14908,0.07646,9.8431,-0.5804,-0.57783,1.11085,1.11551,0.32636,233.9154,232.9545,117.4463,118.6447,2.37708,2.37627,2.28931,2.28518,60.6525625744934,63.687853019676,65.3487748730724,62.752845934056,57.9202080119319,96.8183110201571,67.8179213751393,8.52225134295471,221.753444502859,9281.221,14.5198151304149,742.733,37.4262222222222
pp000550-Pd_9_SPE,-4453.60017493,0.000931739999941783,0.5846668499634688,0.37276589333538857,0.02455084213050546,177.0,177.0,-0.22157,-0.07661,0.14496,-0.14909,0.07667,9.7907,-0.5795,-0.58112,1.11577,1.11077,0.32708,232.6652,234.3151,117.9736,116.8878,2.3772,2.37804,2.28617,2.28844,60.8564883790226,63.8860871454286,65.5157122134275,62.7822123452311,57.8521088675475,96.932900726698,68.0168709215343,8.5472520802903,222.241838972232,10716.822,14.1598197139583,569.63061,11.1118611111111
Boltzmann Averages,-4453.60033756515,,,,,142.57151227300974,142.57151227300974,-0.22227593370529417,-0.07674353454591006,0.1455323991593841,-0.14950973412560212,0.07679767232090372,9.858078573541661,-0.5798082379655357,-0.5795978631227795,1.1131177727105168,1.1133986071261983,0.32620954230488575,232.93939157509527,233.1946844390141,119.54242971880012,118.78034961530278,2.3775033883220047,2.3775189731061874,2.2882419124525173,2.2881831126095666,60.630325273250506,63.67675706697128,65.41481541508938,62.880575949833336,58.07198339625458,96.6739826098126,67.7940263460881,8.519248605045732,221.69596062530798,9933.210032392044,14.488202699949538,692.2616092727272,30.403550000000006
Boltzmann Standard Deviation,0.0006634050105338745,,,,,16.079164676292677,16.079164676292677,0.0005728399984178681,0.0003582397179591284,0.0005291738360190744,0.00039778693099902745,0.00036716310547058945,0.06575987684003272,0.0019098714784378744,0.0019890584099869443,0.0025071903631927726,0.00211235495927438,0.0014207990460108142,0.8599964199487865,0.8060707205715768,2.5478542305717378,2.3080339606061484,0.0013682784360254123,0.0014583829321858151,0.001966561661658884,0.0016559348268478167,0.24907603611045187,0.22415175260949916,0.2837352667037247,0.34518523161184633,0.31790126962329296,0.33174920498779925,0.33913098292483496,0.042616456182453646,0.8309530400132336,685.2534815900113,0.5278757373280647,,
Ensemble Minimum,-4453.60110667,,,,,123.0,123.0,-0.22397,-0.07755,0.14349,-0.150205,0.07075,9.5499,-0.58367,-0.58527,1.08828,1.08514,0.32414,227.7203,228.5196,108.1135,105.4163,2.37307,2.35272,2.28071,2.2814,57.1420589988081,60.3714077338464,61.5466636183028,59.4321737947299,55.3722183954504,93.3550120553851,64.3402833041541,8.08523845432866,213.333624405409,8877.737,12.1398454327298,,
Ensemble Maximum,-4453.59444311,,,,,177.0,177.0,-0.22052,-0.07063,0.15317,-0.14716,0.07767,10.5704,-0.5489,-0.55701,1.11609,1.11609,0.33716,237.1936,236.8759,135.619,134.1331,2.38107,2.38085,2.32332,2.32609,61.9534043504172,65.0211811805599,66.696099145407,64.2969068892013,59.3490803413354,98.7928678282301,68.788795161547,8.64425494115237,224.144553018267,11597.33,22.4097146744213,,
Ensemble Range,0.0066635600005611195,,,,,54.0,54.0,0.0034500000000000086,0.006919999999999996,0.009679999999999994,0.003044999999999992,0.0069200000000000095,1.0205000000000002,0.03476999999999997,0.028259999999999952,0.027810000000000112,0.030950000000000033,0.013020000000000032,9.473299999999995,8.356300000000005,27.505499999999998,28.716800000000006,0.008000000000000007,0.02812999999999999,0.042609999999999815,0.04469000000000012,4.8113453516090985,4.64977344671351,5.1494355271042025,4.864733094471397,3.9768619458849983,5.437855772844998,4.4485118573929014,0.55901648682371,10.810928612857992,2719.5930000000008,10.269869241691499,,
Lowest E Conformer,-4453.60110667,0.0,0.0,1.0,0.06586128873227234,134.0,134.0,-0.2225,-0.07673,0.14577,-0.149615,0.07678,9.8659,-0.58029,-0.58029,1.11471,1.11472,0.32585,232.9428,232.9436,119.6957,119.6959,2.37808,2.37804,2.28765,2.28765,60.6302145411204,63.5373347402396,65.4869367096591,63.113860039004,58.3862993345212,96.4978541887002,67.8895432118415,8.53125160839552,221.929174537359,9955.909,14.809811438116,577.34202,18.2488611111111
pp000670-Pd_10_SPE,-3668.74948226,1.0899998414970469e-06,0.0006839749005393969,0.9988462485917637,0.09089279107787418,178.0,178.0,-0.22599,-0.07593,0.15006,-0.15096,0.07593,8.5199,-0.53114,-0.53169,1.07644,1.07351,0.34344,236.006,239.3454,100.8847,117.0632,2.36045,2.35887,2.30511,2.30892,54.3923197258641,55.6048662404568,53.7049446564284,48.3096739081138,40.79836106636,103.121181329717,54.488301766672,6.84720194147042,190.300294845134,5406.461,32.799582388265,158.23784,8.13238888888889
pp000670-Pd_11_SPE,-3668.7494817,1.6499998309882358e-06,0.001035374893945118,0.9982540132194244,0.09083889897381626,179.0,179.0,-0.226,-0.07593,0.15007,-0.150965,0.07593,8.525,-0.53116,-0.53164,1.07646,1.07349,0.34343,236.0156,239.3457,100.8762,117.0544,2.36046,2.35883,2.30507,2.30894,54.3876638855781,55.607581776426,53.6964696792911,48.3002630504785,40.7948031173326,103.120046720774,54.3928059844024,6.83520158754934,190.080566339793,5500.978,32.7595828975476,164.81903,8.46538888888889
pp000670-Pd_1_SPE,-3668.74948294,4.1000021155923605e-07,0.0002572751327534206,0.9995658635446237,0.09095827444096337,180.0,180.0,-0.22599,-0.07593,0.15006,-0.15096,0.07593,8.5201,-0.53169,-0.53114,1.07351,1.07646,0.34344,239.3456,236.0086,117.0672,100.8827,2.35887,2.36045,2.3089,2.30511,54.3848703814064,55.600986903358,53.7013969915802,48.299355979863,40.792383711994,103.120976511428,54.4405538755372,6.84120176450988,190.190425896583,4654.274,32.8395818789824,158.5125,8.14602777777778
pp000670-Pd_2_SPE,-3668.74948253,8.199999683711212e-07,0.0005145499801528786,0.9991319160449136,0.09091878618189894,181.0,181.0,-0.22599,-0.07593,0.15006,-0.15096,0.07593,8.5202,-0.53169,-0.53114,1.07351,1.07645,0.34344,239.3478,236.0078,117.0641,100.885,2.35885,2.36045,2.30893,2.30511,54.3867327175209,55.5889609583514,53.6917394594935,48.2998095151708,40.7957993430603,103.120577865682,54.4405538755372,6.84120176450988,190.190425896583,5500.52,32.8095822609444,162.0253,8.32213888888889
pp000670-Pd_3_SPE,-3668.74948248,8.699998943484388e-07,0.0005459249337036454,0.9990790085549264,0.09091397171777031,182.0,182.0,-0.22599,-0.07593,0.15006,-0.15096,0.07593,8.5196,-0.53169,-0.53115,1.07647,1.07351,0.34344,236.01,239.347,100.8921,117.0573,2.35887,2.36046,2.30511,2.30892,54.3802145411204,55.6068059090063,53.703762101479,48.3019638078824,40.7945184814104,103.121456005131,54.4803437848162,6.84620191197699,190.281982697114,5359.432,32.8195821336237,157.8665,8.11294444444444
pp000670-Pd_4_SPE,-3668.74948293,4.200001058052294e-07,0.00026355006639278145,0.9995552773228685,0.09095731111828617,183.0,183.0,-0.22599,-0.07593,0.15006,-0.15096,0.07593,8.5198,-0.53114,-0.53169,1.07646,1.07351,0.34344,236.0081,239.3475,100.8868,117.0594,2.36046,2.35885,2.3051,2.30893,54.3746275327771,55.6083576438458,53.7090835987512,48.3058188579981,40.7940203685466,103.120834332137,54.4962597485278,6.84820197096384,190.318607256908,5124.42,32.7795826429063,181.66636,9.34288888888889
pp000670-Pd_5_SPE,-3668.74948271,6.400000529538374e-07,0.000401600033228533,0.9993224064012132,0.09093612038141353,184.0,184.0,-0.22599,-0.07593,0.15006,-0.15096,0.07593,8.52,-0.53169,-0.53114,1.07646,1.0735,0.34344,236.0085,239.3467,100.8859,117.0645,2.35885,2.36046,2.3051,2.30892,54.3792833730632,55.6033145056173,53.7004115291224,48.3030976461518,40.7970090457296,103.120480935381,54.5121757122394,6.85020202995069,190.355232873639,5923.677,32.8595816243411,163.93564,8.42180555555556
pp000670-Pd_6_SPE,-3668.74948297,3.800000740739051e-07,0.00023845004648137547,0.9995976233640304,0.09096116451401923,185.0,185.0,-0.226,-0.07593,0.15007,-0.150965,0.07593,8.5285,-0.53164,-0.53115,1.07644,1.0735,0.34343,236.0161,239.3519,100.8599,117.0515,2.35885,2.36045,2.30509,2.30889,54.3774210369488,55.6021507044876,53.703762101479,48.3050251712096,40.7936645736439,103.121012387169,54.488301766672,6.84720194147042,190.300294845134,4701.632,32.8495817516618,181.4388,9.333
pp000670-Pd_7_SPE,-3668.74948335,0.0,0.0,1.0,0.09099777989457392,186.0,186.0,-0.22599,-0.07593,0.15006,-0.15096,0.07593,8.5201,-0.53169,-0.53114,1.07351,1.07646,0.34344,239.3463,236.0088,117.0691,100.8875,2.35886,2.36045,2.30891,2.30511,54.3839392133492,55.5912885606108,53.7000173441393,48.2996961313438,40.7917432811691,103.121243226266,54.448511857393,6.8422017940033,190.20873673301,4889.33,32.7795826429063,158.40023,8.14022222222222
